,comments
253,"SODARA GUA PAKE BPJS OPERASI 30 JUTA GRATIS, JANGAN NGADI2 LAH DRUN 😄😄 ENTE BISA NYA NYINYIR PEMERINTAH KERJAAN LO AJA DI JAKARTA HANCUR LEBUR 😄"
254,"HIDUP RUMAH O%, PARKIR AIR , HIDUP YAMAN 😄😄😄"
255,"Ngak usah bicara scope Indonesia lah, DKI Jakarta saja amburadul.😂😂😂"
256,Pak anis orang miskin punya JKN yg gratis kl sakit.
257,Nies nies…. 😂😂😂
258,
259,Berakkkkkk sekebon
260,Bpjs ada nis. Kalo berbicara jgn hoax
261,Makanya pak kalau ada Program Pemerintah mbok ya di Kepoin dikit Napa.. ada BPJS Kesehatan berbayar sesuai kelasnya dan KIS gratis bagi Rakyat tidak Mampu. Itu yang jadi Miskin udah Ikut Program Pemerintah gak? Mbok ya digalakkan pendukungnya untuk ngikutin program pemerintah. Saya Melahirkan Cesar + Perawatan Bayi selama 3 hari di Rumah Sakit semua GRATIS karena ikut PROGRAM PEMERINTAH.
262,Anis hanya bisa politisasi rakyat ! Orang miskin  semua nya sudah Gratis ber obat pakai BPJS kalo ada yang  yang belum di ikutkan BPJS ? Jadi salah nya aparat setempat ! Dia Mantan Gubenur tapi pura pura tidak tahu ! Fakta  Anis jadi gubernur thn 2018 orang miskin DKI  272 juta jiwa 2019 :  365 ribu  jiwa dan 2020 : 480 ribu jiwa  dan September 2022 akhir Anis menjabat  jadi  494 ribu jiwa ( data BPS  dari berita Megapolitan ) padahal.Apbd DKI terbesar se Indonesia ! Hampir 460 T. Jadi jangan percaya dulu lihat rekam jejak Anis bisa kerja atau hanya pandai bicara
263,Trus anda mau buat perubahan apa dengan itu?? Kita rakyat nunggu solusinya bukan cuma PR?? Klu jadi PR kita rakyat yg disuruh jawab??
264,"Ponakan saya kena kanker darah udah 8 bulna perawatan full cover pake bpjs... Nis Nis, kapan sih berenti jualan yg aneh2..??"
265,"Ini orang kritik tanpa data, ko bisa2nya dicalonkan jadi presiden"
266,💤
267,Susah sudah biasa menebar kebohongan emang dia pikirin😂 yg penting yg denger dongengan indahnya! Makanya mungkin Rumah Sakit diganti Rumah Sehat itu buat ngasih terapi jiwa supaya yg sakit mikir pas dirawat pasti sehat poll😂 tapiii🫢kok nyebutnya Rumah Sakit ciii😂😂😂 kliatan khan kalo dulu tuh cuma asbun! Kebanyakan bohong emang suka lupa maka nih buktinya😂😂😂 kepleset deh Rumah Sehat dibilang Rumah Sakit lagee😂😂😂😂😂
268,"Alhamdulillah Pak Banyak saudara sy terbantu dgn BPJS, dari pasang ring, masuk ICU sampai cuci darah ditanggung BPJS...kebayang kalau pakai uang sendiri..sdh bisa sampai jual rumah ...saran sj pak..klo mau buat statement cek anda ricek kembali..lihat fakta dilapangan 😂😂😂"
269,Maaf sodara2.. pak Anies Baswedan belum tahu kalau sdh ada BPJS jaminan kesehatan rakyat Indonesia. Dimaafkan ya teman2 🥴🥴🥴🥴😜😜😜
270,"Promosi bekam, Ruqiah  dan Kencing onta 😁😁😁😁."
271,Rakyat mana yg setelah pulang dr rumah sakit trus jatuh miskin  pak Yohanis..??
272,"Tlong di cek urin dulu sebelum berorasi, kog omongannya selalu ngelantur tanpa solusi ini orang..😂
Asal bapak tahu saja, dizaman skg bpjs sdh banyak membantu dibandingkan rezim pak sby pemilik partai demokrat dulu"
273,Halah sok2an menyoroti tentang kesehatan masyarakat Indonesia. Paling ujung2nya mau rumah nama rumah sakit jadi rumah sehat..persis kelakuannya waktu jadi gubernur DKI..😂😂😂
274,"Mgkn dia lupa saat jd gubernur, kan ada KIS dan BPJS"
275,"5 tahun gubernur hanya bangun puskesmas 1saja,sementara masih ada 15 keluar yg tdk punya puskesmas. Sekarang bicara ttg kesehatan yg cakupannya lebih luas. Kalau saya sing tidak percaya anies mampu"
276,Bukannya dengan BPJS masyarakat bisa berobat gratis? Walau pelayanannya masih perlu di tingkatkan
277,Ini orang makin banyak bicara kok gue makin sama Quran surat at Taubah 97 ya….. mengenai kaum yang munafik 😂😂😂😂😂
278,😂
279,apa yg omongan loe udah jalan waktu jadi gabener dki bro ??😮😮
280,kalo ngibul memang jago nya orang ini..sulit dilawan..kapannn bisa taubat ya
281,"Menurut Anies, jika jd pleciden, dia akan rubah nama Rumah Sakit mwnjadi Rumah Sehat.. dgn bgtu, yg tadinya sakit langsung sehat.. gak perlu berobat.. 🙈🙈"
282,"Alhamdulillah ini baru presiden 2024..pak Anis Baswedan..kerja cerdas,amanah,jujur...tdk kyk jkw presiden yg bisanya utang unt modal oligarki dan partainya..ekonomi  hukum,demokrasi hancur"
283,Woi dp nol apartemen lu gimana kabare
284,Rakyat denger pidatonya jd masuk RS😂
285,HALU TALIBAN.
286,0
287,Pesakitan bicara
288,"Alamaaaakkk, salah doski, sekarang justru semakin baik sistim kesehatan RI, BPJS sangat menolong…."
289,Lupa sebut rumah sehat😂😂😂😂😂
290,di medan sini ada yg 11-12 sm enteh boed..ngocap aja pandeh
291,"Mari kita contoh rakyat jakarta, semua masyarakatnya gratis dan trjangkau soal kesehatan.. 😂😂😂😂😂"
292,Mainnnya jangan diawann aja boss...sd lama berobat pakai BPJS Gratiss..tiss..
293,Gobloknya ga habis habis capres satu ini😂😂😂
294,Mong koyok ngene wae bakal presiden sih.....opo pendukung nya gak salah yoooo
295,Gomballl
296,"Kalau masuk ke sumur resapan, gimana.?"
297,"Saya si Poppa mo ngingetin ke si nganies, Jangan sampe' RAKJAT PINGGIRAN, RAKJAT MISKIN, RAKJAT YG sedeng SYAKIT KERAS berserta keluarga des kerabat ²nya Muarrah buesSarr sama kamu ☝️👴🤚*""`^°'! , Kenapa sampe' marah BESAR? Karena mereka ini tau klo' mereka ini sedeng digunakan ""suaranya"" untuk ""kepentingan""nya kamu (anies Baswedan) utk mencapei titik puncak keinginan kamu, YANG SEMUANYA JANJI PLASU ☝️👴🤚! YANG SEMUANYA JANJI ² NOL 0 DP 💥👊👴🤚))"
298,pertanggung jawabkan omongannya di akhirat juga ya
299,Mulai lagi dah.... obatnya abis ya...
300,Q nda punya bpjs juga gratis...emang ada yg habis dari rs miskin??anehh...
301,"Orang yg kepala adanya cuma mulut doang, otak nya dikit"
302,Klo mau kaya masuk lah ke rumah sehat
303,Omong doang bosan dengarnya😢
304,pendukung mu tu yg pada gak sehat pak 🤣🤣🤣🤣
305,Lambene anis
306,"anies ini cakap aja pande nya kinerja amburadul😂 kalo bukan karna kemajuan yang dibuat pak jokowi jakarta ambiradul ditangan dia cuma buat JPO, JIS ga kepake,jalur sepeda ga kepake,batu gabon,bambu mesum,DP 0% GAGAL,OKE OCE GAGAL,resapan air ke bumi gagal😂 MRT,LRT,KRETA API CEPAT,JALAN BAGUS,TOL,PEMBANGUNAN BANYAK,Bantuan banyak,START UP DIGITAL TOP6 DUNIA,EKONOMI TOP7 DUNIA,MILITARY TOP13 DUNIA🙌🏻🔥👊🏻"
307,Puskesmas 7k tanpa bpjs 😂 mahal ? Iya mahal kalo 7k dollar 😂😂😂
308,Kl ada berita dan gambar ini orang jd males liatnya cuma pinter omong tp ga bisa kerja wakru jd gubernur DKI cuma bisa tebangi pohon monas dan pinter bikin lubang bikin kita celaka terakhir lebih bayar xi xi xi...
309,Menungso sithok ki gaweane nyacat ro nyocot tok tp nek kon kerjo pekok
310,"Alhamdulillah lahiran sesar gratis pak,,,"
311,wan abut NATURALISASI KEWARGANEGARAAN dulu baru masoke dlm bumi......😂😂😂
312,"Rumah sehat di DKI jakarta gmn wan abud, omdo"
313,Lah pak anies kemana aja? Kan udh ada BPJS yg menanggung biaya rumah sakit @aniesbaswedan @official_nasdem @fraksipksdprri @pdemokrat
314,Wahhh...iya gitu pak?? Sepertinya kacamata bapak udh  harus segera diganti deh...gelap y pak😂
315,"Saya berobat ke RS gratis ditanggung BPJS. Pelayanan RS bagus, dokter Suster selalu bantu Pasien."
316,"Dari pada dengar dia bicara,mending lihat Ipin dan Upin."
317,Manusia halu 😆😆😆
318,Ahhaahhahaa... Abang Anis mah mmng hebat khusus buat bang anis banyak PR untuk ganti2 nama se Indonesia nanti 😄
319,Ah negara dak maju nis malah mundur bisa juga nyungsep kalo abang yg mimpin mending jadi doosen dehhh
320,Gubernur saja. Jakarta Amburadul
321,waton nyontong …
322,Anan ku berobat di puskesmas cuma bawa kk dan ktp gk ada bayar apapun
323,Oh anies..dp o % aja ngga bisa kau wujudkan..normalisasi jadi naturalisasi juga ngga jelas wujudnya..konon lagi kau bahas ttg kesehatan Indonesia..kwkwkwkwk
324,Ora AKU BLASSS
325,"Menurut ku enggak tinggi si, cuman upah kerja dan gaji buruh lepas saja yg terlalu murah , kalau saja harga pekerja buruh lepas / swasta dinaikan 80 persen ,atau minimal setara dengan gaji Anggota dewan , pasti banyak rakyat kecil yg KUAT UNTUK BEROBAT"
326,Halahhhh
327,Dengan tidak memilih Anis kita sdh berpartisipasi dalam menyelamatkan Indonesia
328,Terserah Apa Kata Lu Deeeeh....
329,Mantap....!!!. Akan kah negeri ini dipimpin oleh sosok psycopat....???.😀😀😀
330,Abis ini undang undang omnibuslaw cuma 5 persen dari APBN
331,Sudahlah bung jangan kek orang tlol makin memalukan diri sendiri.
332,"Saya kmarin periksa mata pake Bpjs ko 👍, kerabat jg operasi pake"
333,Gilanii niss omonganmu
334,Aku operasi pake BPJS ga bayar sepeserpun looo
335,"Nies, selagi anda ke RS berobat dan tidak antri, jgn lah berbual untuk merombak ini itu"
336,Wan abud pe'a😂😂
337,Ninissss....tau lah km lg yg sdh pakai fasilitas bpjs
338,Logikanya gmn sih...
339,"Omong tdk ssuai fakta bs dituntut balik. Hati² kal bicara,Dan."
340,"Selalu mbuat pernyataan Bodoh. Emng benar ya, kbnyakan Masyarakat itu mudah dibodohi, sm Orng² pinter. 😅"
341,Bulshit
342,Kebanyakan bacot doang gak laku. Nama Rumah Sakit saja di rubah jadi rumah sehat.
343,Betul
344,Orang licik model gini mimpi menjadi pemimpin nomer 1 di negara ini semoga tuhan masih melindungi bangsa ini dari kehancuran dan memberi jln kpd Ganjar supaya bisa memimpin negara yg besar ini 🙏🙏🙏
345,Kan ada BPJS/KIS 😂
346,Emang btul .. fakta
347,Bapaakkk... salahsebut pak... bukan rumash sakittt... khan sdh diganti namanya jadi rumah sehaaattt... aauu siapa yg ganti dach...
348,Semoga saat pak Anies jadi presiden butuh PERUBAHAN buat Indonesia. Seperti Rumah Sakit dirubah menjadi pesugihan. Dateng sakit pulang kaya raya. 😊
349,TERUS SELAMA SI ANUS INI JADI GUBERNUR ORANG JAKARTA KALAU SAKIT KE RUMAH SEHAT SEMBUH  DAN GAK JADI MISKIN YA? PENASARAN  AKU 😂😂
350,Prreeeetttt....
351,Kasus ini menceritakan jaman Orba nya Soeharto ketika itu belum ada BPJS / KIS
352,"Jangan malu ,Belajarlah tentang BPJS."
353,Rumah sakit seluruh Indonesia akan diubah jadi rumah sehat. jadi nanti tidak ada orang sakit yang datang ke rumah sehat.. Jadi betul2 nanti jadi rumah sehat semua rumah sakit.. 😂😂😂😂😂😂
354,YANG DIBUTUHKAN MASYARAKAT INDONESIA ITU PEKERJAAN OM 🇨🇳
355,😂
356,Wong Yen gedabrus io ngene iki
357,"Woiii...dmn nya kau blg tinggi, istri saya kmrn opname Gratis dari Pemerintah...yg betul lah kau ngomongnya"
358,"Semua negara sama aja lah pak, apalagi negara maju.. Bereskan sama2 dengan siapa maksudna pak 😄 #ambigu"
359,"Bacot Nies,urus DKI aja g becus"
360,"PR PR PR dibenahi bersama, CARANYA anda menyelesaikan tidak terucap dari bibir manis anda..berkebalikan dengan anda kini sudah ada BPJS, meskipun ada iuran tetapi sangat membantu pembiayaan. Ada lagi KIS, tidak ada iuran dan GRATIS pembiayaan."
361,"Anies harus periksa ke dokter, kalau liat dari video ini anies kena gejala ASMA (ASAL MANGAP)"
362,nggedabrus...... si sumur resapan..
363,AWOKKAWOOKKKAWOOOKKK ...
364,"Tak layak jual Anies, rekam jejaknya buruk, cuman omong doang🤔🤔🤔😁😁😁😁"
365,Kbykan ide dan bacot doank. Realisassinya 0 %. Jkt ancurrr dibuat si Wan Aibon 😡😡😡😡😡
366,"yang komen bilang BPJS nanggung semua moga2 gak akan pernah ngalamin sakit di RS Daerah dengan bill puluhan juta tidak ditanggung BPJS, aminn 🙏"
367,"Anak saya operasi kontruksi juga ditanggung BPJS. Pada saat nungguin operasi saya bertemu dgn seorang  ibu berasal dari Belitung Timur, anaknya berusia 21 Tahun, Perempuan menderita Kanker rahang, dia seudah menjalani operasi sebanyak 18  kali, semua biaya di tanggung BPJSdan hebatnya Dokter bedahnya tutur mendukung, Pemimpin 
 Indonesiaku keren.  Makadengan hormat pak Anies jangan asal ngomong apalagi kalo bohong"
368,kok rakyat masih aja ada yg dengerin nih manuisa
369,Blm tau sdh ada BPJS ya😮😮😮
370,Iya pak Anies ini bgmn to? Kan sekarang ada BPJS. Udah kaya nggak anggota ya? Pantesan ga ngerti.
371,Rumah sehat nanti jadi rumah herbal kalau Anies presiden
372,Anies Baswedan pilihanku
